date,temperature_c,humidity_pct,wind_speed_kmh,solar_radiation_w_m2,pressure_hpa,rainfall_mm,heat_index_c,wbgt_c,apparent_temperature_c,thermal_stress_score,thermal_stress_level,heatwave
2021-08-13 06:00:00,24.5,64.2,19.3,743.0,998.2,0.6,25.4,25.0,23.2,29.0,Moderate,0
2021-08-13 12:00:00,23.3,55.3,8.1,395.0,1011.1,3.7,25.1,23.3,22.9,26.95,Low,0
2021-08-13 18:00:00,41.8,63.0,9.6,436.0,995.6,0.3,43.8,40.3,52.7,36.01,Moderate,1
2021-08-14 00:00:00,29.6,89.6,21.8,672.0,1009.8,0.6,31.5,30.4,33.6,36.61,Moderate,0
2021-08-14 06:00:00,44.7,82.1,10.0,421.0,1004.7,3.4,47.6,43.5,64.2,42.99,High,1
2021-08-14 12:00:00,30.2,44.2,7.4,687.0,991.2,0.6,31.5,29.4,31.0,28.52,Moderate,0
2021-08-14 18:00:00,22.0,37.8,7.8,574.0,1000.7,1.1,23.0,21.7,19.8,22.48,Low,0
2021-08-15 00:00:00,26.2,39.7,6.7,529.0,1026.8,0.1,27.4,25.5,25.3,24.38,Low,0
2021-08-15 06:00:00,42.7,57.8,9.9,157.0,1007.0,6.3,44.4,40.6,52.9,35.07,Moderate,1
2021-08-15 12:00:00,32.9,75.8,6.9,345.0,1028.0,2.6,35.9,32.6,40.0,35.87,Moderate,0
2021-08-15 18:00:00,30.2,57.7,9.9,701.0,990.6,1.5,31.9,29.9,32.4,31.82,Moderate,0
2021-08-16 00:00:00,35.1,25.1,5.5,379.0,1012.5,0.1,35.7,32.8,34.7,23.85,Low,0
2021-08-16 06:00:00,37.5,74.3,12.3,851.0,979.7,0.1,39.7,37.2,46.9,39.41,High,0
2021-08-16 12:00:00,41.8,80.4,13.6,1100.0,1005.0,1.2,44.2,41.5,56.6,44.86,High,1
2021-08-16 18:00:00,44.1,41.7,15.2,714.0,1011.3,0.5,44.4,41.9,49.7,32.76,Moderate,1
2021-08-17 00:00:00,31.5,69.8,13.8,923.0,1013.4,1.5,33.3,31.7,35.4,36.31,Moderate,0
2021-08-17 06:00:00,24.7,52.0,18.7,730.0,997.0,1.4,25.1,24.8,22.4,26.34,Low,0
2021-08-17 12:00:00,31.1,86.7,10.4,416.0,1015.4,2.7,34.2,31.4,38.0,37.66,Moderate,0
2021-08-17 18:00:00,35.8,83.4,9.8,600.0,999.7,0.5,38.8,35.7,46.0,39.67,High,0
2021-08-18 00:00:00,27.3,59.4,6.1,1053.0,1003.4,1.3,29.5,27.7,29.2,34.27,Moderate,0
2021-08-18 06:00:00,27.3,71.9,16.2,419.0,1000.7,2.3,29.0,27.5,28.7,30.97,Moderate,0
2021-08-18 12:00:00,36.4,86.3,6.4,290.0,993.6,1.0,39.9,36.1,48.4,39.2,High,0
2021-08-18 18:00:00,33.7,57.2,2.0,266.0,1020.7,2.7,36.3,32.6,39.1,32.01,Moderate,0
2021-08-19 00:00:00,34.2,43.5,5.9,496.0,1005.5,0.2,35.7,32.8,36.7,28.88,Moderate,0
2021-08-19 06:00:00,28.7,76.5,17.0,299.0,1015.9,2.0,30.5,28.8,31.3,31.58,Moderate,0
2021-08-19 12:00:00,32.4,36.5,14.8,969.0,1015.4,4.3,32.4,31.4,31.4,29.52,Moderate,0
2021-08-19 18:00:00,27.5,49.1,11.5,604.0,995.3,0.6,28.6,27.1,27.2,27.09,Low,0
2021-08-20 00:00:00,40.2,84.9,35.0,793.0,1017.2,0.7,40.2,39.9,50.2,38.51,High,0
2021-08-20 06:00:00,41.2,74.3,12.4,475.0,1010.0,0.1,43.4,40.2,54.0,38.23,High,1
2021-08-20 12:00:00,21.1,50.3,5.1,265.0,994.6,1.5,23.0,21.0,20.3,23.56,Low,0
2021-08-20 18:00:00,27.5,36.1,4.8,223.0,1009.5,1.2,28.7,26.2,26.9,22.53,Low,0
2021-08-21 00:00:00,23.5,46.7,13.8,323.0,994.8,0.1,24.2,23.1,21.3,21.95,Low,0
2021-08-21 06:00:00,29.4,41.3,24.0,637.0,1021.1,2.1,28.6,28.5,26.3,24.27,Low,0
2021-08-21 12:00:00,33.4,33.2,9.7,680.0,1013.1,2.7,33.9,31.9,33.1,27.44,Low,0
2021-08-21 18:00:00,23.9,75.7,12.6,701.0,1004.3,3.6,26.2,24.9,24.8,33.68,Moderate,0
2021-08-22 00:00:00,27.5,38.9,13.1,178.0,1017.6,1.2,27.9,26.3,25.7,21.24,Low,0
2021-08-22 06:00:00,27.0,54.1,35.0,550.0,989.2,0.9,25.5,26.7,22.5,23.12,Low,0
2021-08-22 12:00:00,35.5,48.9,18.0,293.0,997.5,3.1,35.8,34.0,37.3,27.88,Low,0
2021-08-22 18:00:00,34.5,93.7,20.9,650.0,1002.5,0.8,36.7,35.0,43.3,39.93,High,0
2021-08-23 00:00:00,28.9,49.3,5.0,670.0,1027.4,1.6,30.8,28.4,30.4,29.91,Moderate,0
2021-08-23 06:00:00,35.2,26.0,6.4,257.0,994.3,1.4,35.7,32.8,34.8,23.48,Low,0
2021-08-23 12:00:00,30.2,26.7,6.0,792.0,987.9,0.7,30.8,28.9,28.8,25.25,Low,0
2021-08-23 18:00:00,32.1,64.3,8.2,1100.0,990.6,0.1,34.3,32.2,36.6,37.16,Moderate,0
2021-08-24 00:00:00,45.7,65.0,10.3,759.0,1014.1,0.0,47.7,44.2,60.9,40.45,High,1
2021-08-24 06:00:00,43.4,51.4,12.0,509.0,999.1,0.8,44.5,41.4,52.0,34.08,Moderate,1
2021-08-24 12:00:00,24.9,52.4,9.2,471.0,1003.4,1.0,26.4,24.7,24.5,26.35,Low,0
2021-08-24 18:00:00,39.8,24.0,5.9,498.0,1012.6,2.6,40.3,37.2,40.4,27.38,Low,0
2021-08-25 00:00:00,39.7,58.7,4.1,360.0,1003.4,0.8,42.1,38.1,48.9,34.7,Moderate,0
2021-08-25 06:00:00,26.0,57.9,12.9,613.0,1007.0,0.5,27.3,26.0,25.9,28.37,Moderate,0
2021-08-25 12:00:00,39.7,31.2,15.5,265.0,1010.4,0.9,39.4,37.1,40.1,24.87,Low,0
2021-08-25 18:00:00,44.8,27.8,8.5,78.0,1000.7,0.4,45.2,41.4,47.8,26.14,Low,1
2021-08-26 00:00:00,26.1,29.3,2.4,605.0,1003.3,0.1,27.3,25.1,24.9,23.16,Low,0
2021-08-26 06:00:00,27.6,27.6,17.9,555.0,1007.4,0.2,26.8,26.4,23.5,19.97,Low,0
2021-08-26 12:00:00,41.1,65.7,8.2,407.0,1013.7,0.6,43.4,39.7,52.4,36.54,Moderate,1
2021-08-26 18:00:00,35.9,34.7,3.1,229.0,997.1,0.0,37.3,33.8,38.0,25.93,Low,0
2021-08-27 00:00:00,37.9,38.9,9.6,622.0,974.8,0.4,38.7,36.1,40.5,29.66,Moderate,0
2021-08-27 06:00:00,36.4,33.0,18.7,302.0,1011.8,2.3,35.8,34.2,35.4,23.96,Low,0
2021-08-27 12:00:00,36.7,91.8,7.2,515.0,1014.3,0.4,40.4,36.8,49.9,42.03,High,0
2021-08-27 18:00:00,24.7,84.1,0.9,991.0,1007.0,0.2,28.8,26.2,29.1,39.46,High,0
2021-08-28 00:00:00,41.3,37.3,7.9,713.0,1007.7,4.5,42.2,39.2,45.5,33.25,Moderate,1
2021-08-28 06:00:00,42.2,44.6,5.7,208.0,999.4,1.5,43.7,39.7,49.2,31.08,Moderate,1
2021-08-28 12:00:00,32.4,35.7,10.9,231.0,1010.0,0.1,32.9,30.6,32.0,23.09,Low,0
2021-08-28 18:00:00,33.7,56.9,9.8,588.0,1013.5,0.1,35.4,32.9,37.6,31.87,Moderate,0
2021-08-29 00:00:00,23.3,21.5,6.7,206.0,1005.6,1.4,23.6,21.9,20.0,16.56,Low,0
2021-08-29 06:00:00,37.6,70.4,6.4,50.0,1029.9,1.2,40.4,36.4,47.4,34.04,Moderate,0
2021-08-29 12:00:00,38.0,59.2,22.3,683.0,989.4,0.1,38.3,37.0,42.6,32.6,Moderate,0
2021-08-29 18:00:00,33.6,87.4,13.7,630.0,1006.6,0.4,36.3,33.9,41.9,39.1,High,0
2021-08-30 00:00:00,41.9,32.3,13.4,663.0,993.3,4.0,41.9,39.5,44.0,30.62,Moderate,0
2021-08-30 06:00:00,31.7,80.3,17.2,616.0,1013.8,1.3,33.7,32.0,36.7,35.98,Moderate,0
2021-08-30 12:00:00,38.0,79.4,8.1,534.0,989.2,0.9,41.0,37.5,49.7,39.65,High,0
2021-08-30 18:00:00,26.9,29.5,26.1,384.0,991.7,0.4,25.2,25.6,21.3,17.28,Low,0
2021-08-31 00:00:00,33.8,49.9,12.1,679.0,998.7,0.2,34.8,32.8,36.1,30.43,Moderate,0
2021-08-31 06:00:00,32.8,32.8,10.5,932.0,1007.7,0.8,33.2,31.6,32.1,28.13,Moderate,0
2021-08-31 12:00:00,35.6,39.1,12.0,425.0,999.0,3.8,36.1,33.8,36.7,27.91,Low,0
2021-08-31 18:00:00,31.4,39.7,7.9,295.0,999.1,0.1,32.4,29.9,31.9,24.72,Low,0
2021-09-01 00:00:00,33.1,61.7,5.9,266.0,1003.2,7.1,35.5,32.2,38.2,33.62,Moderate,0
2021-09-01 06:00:00,39.8,50.9,19.9,333.0,1002.6,0.3,40.0,37.9,44.1,29.26,Moderate,0
2021-09-01 12:00:00,30.9,91.1,3.8,601.0,1019.9,0.8,35.0,31.6,39.5,40.71,High,0
2021-09-01 18:00:00,22.8,29.5,4.1,50.0,1011.9,0.1,23.8,21.6,20.7,17.22,Low,0
2021-09-02 00:00:00,46.2,93.0,9.0,660.0,1001.8,1.3,49.8,45.5,71.6,47.65,High,1
2021-09-02 06:00:00,43.7,37.3,5.0,711.0,1026.0,1.0,45.0,41.3,49.7,33.67,Moderate,1
2021-09-02 12:00:00,25.0,78.0,2.4,100.0,1009.9,1.6,28.6,25.3,28.7,31.58,Moderate,0
2021-09-02 18:00:00,38.8,45.4,4.0,305.0,995.3,1.2,40.6,36.8,44.3,30.72,Moderate,0
2021-09-03 00:00:00,30.5,30.7,5.1,570.0,1007.6,0.8,31.4,29.1,29.9,24.94,Low,0
2021-09-03 06:00:00,35.8,84.3,12.5,514.0,1010.4,2.0,38.5,35.7,45.7,39.24,High,0
2021-09-03 12:00:00,36.1,43.2,8.5,680.0,998.1,0.0,37.2,34.7,38.9,30.45,Moderate,0
2021-09-03 18:00:00,32.4,69.4,17.7,515.0,994.5,1.2,33.7,32.1,36.1,32.67,Moderate,0
2021-09-04 00:00:00,28.5,62.5,3.8,866.0,1005.9,0.2,31.2,28.7,31.8,34.26,Moderate,0
2021-09-04 06:00:00,29.2,55.4,4.4,470.0,1001.4,0.9,31.4,28.7,31.7,29.95,Moderate,0
2021-09-04 12:00:00,27.6,57.2,11.2,304.0,1019.8,2.3,29.1,27.1,28.4,27.57,Low,0
2021-09-04 18:00:00,28.2,74.9,5.7,284.0,1012.4,0.2,31.3,28.3,32.5,32.48,Moderate,0
2021-09-05 00:00:00,33.5,26.6,7.6,734.0,998.6,4.1,33.9,31.8,32.5,27.14,Low,0
2021-09-05 06:00:00,29.0,70.1,4.0,557.0,1009.3,3.3,32.0,29.1,33.5,35.11,Moderate,0
2021-09-05 12:00:00,38.8,87.2,3.8,708.0,1017.7,0.8,42.7,38.7,53.9,44.09,High,0
2021-09-05 18:00:00,44.4,24.3,5.5,703.0,991.1,0.0,45.0,41.5,46.7,30.23,Moderate,1
2021-09-06 00:00:00,29.9,30.5,18.4,50.0,994.8,2.3,29.2,28.0,26.6,18.58,Low,0
2021-09-06 06:00:00,35.7,73.7,3.1,265.0,1004.9,3.2,39.0,35.0,45.3,36.98,Moderate,0
2021-09-06 12:00:00,37.5,52.8,19.8,295.0,1005.4,0.3,37.8,35.9,40.8,28.43,Moderate,0
2021-09-06 18:00:00,37.3,50.3,17.3,346.0,1004.5,3.7,37.7,35.7,40.5,29.79,Moderate,0
2021-09-07 00:00:00,34.5,30.3,6.7,445.0,1001.9,3.7,35.2,32.6,34.6,26.39,Low,0
2021-09-07 06:00:00,39.2,58.0,9.8,800.0,1001.7,1.0,40.9,38.1,46.8,36.53,Moderate,0
2021-09-07 12:00:00,37.4,29.5,11.9,850.0,1008.8,2.4,37.4,35.5,37.3,29.04,Moderate,0
2021-09-07 18:00:00,25.3,55.7,15.0,477.0,1016.3,0.9,26.3,25.2,24.3,26.2,Low,0
2021-09-08 00:00:00,40.1,77.3,4.4,487.0,1000.2,1.2,43.4,39.3,54.1,40.56,High,1
2021-09-08 06:00:00,40.2,39.4,16.2,374.0,1029.4,0.6,40.2,37.9,42.7,27.72,Low,0
2021-09-08 12:00:00,28.7,56.1,10.3,572.0,1024.6,0.3,30.3,28.4,30.0,29.28,Moderate,0
2021-09-08 18:00:00,34.3,94.4,4.7,601.0,1018.3,2.1,38.5,34.8,46.2,43.34,High,0
2021-09-09 00:00:00,38.8,71.5,10.4,752.0,1011.2,0.0,41.1,38.2,49.0,38.9,High,0
2021-09-09 06:00:00,32.5,83.1,4.6,750.0,1025.1,1.3,36.1,32.9,41.0,40.56,High,0
2021-09-09 12:00:00,41.5,51.1,9.5,50.0,1002.1,3.0,42.9,39.2,49.1,30.98,Moderate,1
2021-09-09 18:00:00,50.0,77.6,6.9,512.0,996.7,0.4,53.1,48.2,76.1,44.5,High,1
2021-09-10 00:00:00,28.5,23.0,10.8,896.0,999.7,0.6,28.4,27.4,25.3,23.35,Low,0
2021-09-10 06:00:00,24.3,29.2,11.2,440.0,995.0,1.3,24.4,23.3,21.0,19.75,Low,0
2021-09-10 12:00:00,36.1,35.2,21.5,835.0,1006.2,0.4,35.3,34.6,34.8,27.15,Low,0
2021-09-10 18:00:00,39.1,50.1,14.4,473.0,1008.0,2.8,39.9,37.4,43.9,31.77,Moderate,0
2021-09-11 00:00:00,32.4,83.4,12.8,594.0,1007.0,0.7,35.0,32.7,39.2,37.57,Moderate,0
2021-09-11 06:00:00,44.2,46.0,2.2,266.0,1004.9,1.3,46.2,41.7,53.7,33.4,Moderate,1
2021-09-11 12:00:00,24.6,69.1,18.0,275.0,1006.3,0.4,25.9,24.8,24.1,26.95,Low,0
2021-09-11 18:00:00,38.9,73.2,7.1,731.0,1022.4,0.1,41.7,38.3,50.3,39.9,High,0
2021-09-12 00:00:00,29.8,64.0,4.0,770.0,1011.2,0.3,32.5,29.8,33.9,34.49,Moderate,0
2021-09-12 06:00:00,46.0,46.8,32.4,557.0,1014.2,0.1,44.5,43.6,51.2,30.13,Moderate,1
2021-09-12 12:00:00,47.9,63.3,5.7,243.0,1006.9,0.9,50.4,45.6,65.9,38.38,High,1
2021-09-12 18:00:00,28.6,45.7,23.0,561.0,988.8,1.3,28.1,27.9,26.0,24.36,Low,0
2021-09-13 00:00:00,30.2,26.3,12.0,864.0,986.9,0.1,30.1,29.0,27.6,24.28,Low,0
2021-09-13 06:00:00,40.0,94.5,13.8,986.0,1025.8,0.1,43.1,40.3,56.2,46.3,High,1
2021-09-13 12:00:00,31.3,29.5,9.6,471.0,999.7,1.0,31.6,29.7,29.9,23.42,Low,0
2021-09-13 18:00:00,33.7,25.4,4.8,135.0,998.8,2.4,34.4,31.4,33.1,22.41,Low,0
2021-09-14 00:00:00,34.2,85.9,15.5,760.0,1007.5,1.5,36.6,34.5,42.4,39.99,High,0
2021-09-14 06:00:00,20.6,42.6,11.4,481.0,1010.5,0.2,21.4,20.5,17.8,21.32,Low,0
2021-09-14 12:00:00,33.9,68.8,11.3,786.0,1011.8,3.3,36.0,33.7,39.7,37.24,Moderate,0
2021-09-14 18:00:00,29.2,44.7,10.2,620.0,1022.7,3.7,30.2,28.5,29.2,28.22,Moderate,0
2021-09-15 00:00:00,30.5,49.4,8.0,329.0,1020.0,0.6,32.0,29.5,32.0,27.15,Low,0
2021-09-15 06:00:00,44.1,39.7,15.6,565.0,996.9,1.4,44.2,41.6,49.0,31.38,Moderate,1
2021-09-15 12:00:00,25.2,45.7,13.5,877.0,1014.7,1.0,25.9,25.2,23.4,26.99,Low,0
2021-09-15 18:00:00,39.7,50.8,16.8,513.0,1001.2,4.3,40.2,38.0,44.6,32.56,Moderate,0
2021-09-16 00:00:00,32.0,74.0,8.3,291.0,1003.6,1.1,34.7,31.7,38.0,33.81,Moderate,0
2021-09-16 06:00:00,32.0,58.4,7.8,153.0,994.1,4.8,34.0,31.0,35.6,30.27,Moderate,0
2021-09-16 12:00:00,39.5,90.8,6.5,357.0,988.1,0.3,43.3,39.1,55.7,41.96,High,0
2021-09-16 18:00:00,36.4,23.1,10.4,447.0,1004.7,0.6,36.3,34.0,35.0,23.64,Low,0
2021-09-17 00:00:00,38.0,57.7,2.3,755.0,995.4,2.3,40.6,37.0,46.1,37.53,Moderate,0
2021-09-17 06:00:00,40.8,63.8,35.0,270.0,1014.3,2.3,39.8,39.2,46.1,30.14,Moderate,0
2021-09-17 12:00:00,31.7,89.0,6.0,938.0,1002.2,2.0,35.4,32.6,40.2,43.05,High,0
2021-09-17 18:00:00,29.7,23.7,21.1,216.0,1008.1,2.9,28.4,27.8,24.8,17.7,Low,0
2021-09-18 00:00:00,26.4,63.0,7.0,1100.0,1018.7,1.8,28.7,27.1,28.2,35.11,Moderate,0
2021-09-18 06:00:00,28.2,84.0,14.3,981.0,990.1,1.5,30.7,29.3,32.0,38.71,High,0
2021-09-18 12:00:00,50.0,38.1,27.6,585.0,997.8,0.9,48.6,46.9,56.1,31.21,Moderate,1
2021-09-18 18:00:00,42.7,85.7,13.8,138.0,1006.8,0.9,45.3,41.6,60.0,39.23,High,1
2021-09-19 00:00:00,24.5,21.4,26.6,536.0,1008.1,0.8,22.4,23.3,17.5,15.35,Low,0
2021-09-19 06:00:00,24.7,74.9,20.3,453.0,1016.0,1.5,26.0,25.3,24.4,29.7,Moderate,0
2021-09-19 12:00:00,37.4,90.0,4.5,231.0,1013.7,0.8,41.4,37.0,51.5,40.44,High,0
2021-09-19 18:00:00,37.8,69.3,15.7,623.0,1006.0,0.2,39.4,37.1,45.7,35.94,Moderate,0
2021-09-20 00:00:00,37.8,52.9,12.4,344.0,1008.0,0.2,39.0,36.2,42.8,30.4,Moderate,0
2021-09-20 06:00:00,32.2,23.4,5.6,371.0,1008.3,3.9,32.7,30.2,30.8,23.37,Low,0
2021-09-20 12:00:00,33.1,89.0,19.2,499.0,990.3,0.0,35.2,33.4,40.2,37.05,Moderate,0
2021-09-20 18:00:00,36.3,55.3,3.7,406.0,1003.4,0.2,38.6,35.0,42.6,32.53,Moderate,0
2021-09-21 00:00:00,34.6,22.2,18.4,1070.0,1007.5,0.9,33.5,33.0,31.0,25.78,Low,0
2021-09-21 06:00:00,18.5,71.7,15.8,416.0,1009.6,0.5,20.2,19.6,16.5,26.38,Low,0
2021-09-21 12:00:00,32.4,56.1,10.5,660.0,995.8,0.8,33.9,31.8,35.3,31.74,Moderate,0
2021-09-21 18:00:00,28.0,29.3,6.2,586.0,992.3,0.2,28.7,26.8,26.4,23.15,Low,0
2021-09-22 00:00:00,35.2,36.1,15.6,638.0,1002.7,0.2,35.1,33.6,34.9,26.6,Low,0
2021-09-22 06:00:00,50.0,24.8,1.7,657.0,1024.7,2.4,51.0,46.5,55.7,34.13,Moderate,1
2021-09-22 12:00:00,36.6,63.1,5.3,770.0,996.8,2.1,39.1,35.9,44.3,37.7,Moderate,0
2021-09-22 18:00:00,31.8,66.7,9.7,617.0,1016.7,0.2,34.0,31.6,36.2,33.74,Moderate,0
2021-09-23 00:00:00,40.5,57.9,10.5,606.0,1020.8,1.7,42.1,39.1,48.9,35.74,Moderate,1
2021-09-23 06:00:00,37.4,81.3,5.4,565.0,1005.5,1.4,40.8,37.1,49.5,40.8,High,0
2021-09-23 12:00:00,36.9,84.6,5.5,515.0,998.2,1.9,40.5,36.7,49.2,41.18,High,0
2021-09-23 18:00:00,38.2,66.2,14.1,322.0,1010.1,1.0,39.8,37.0,46.0,33.68,Moderate,0
2021-09-24 00:00:00,48.4,21.0,4.6,535.0,1006.9,0.5,48.9,44.8,51.4,30.3,Moderate,1
2021-09-24 06:00:00,26.1,72.1,7.5,610.0,996.4,1.6,28.8,26.6,28.7,33.4,Moderate,0
2021-09-24 12:00:00,37.3,51.3,3.7,651.0,998.4,0.7,39.4,36.0,43.3,34.0,Moderate,0
2021-09-24 18:00:00,27.5,62.4,10.1,595.0,1009.5,0.4,29.4,27.5,29.1,30.56,Moderate,0
2021-09-25 00:00:00,37.9,68.7,8.4,492.0,1014.3,0.8,40.3,37.0,47.1,36.52,Moderate,0
2021-09-25 06:00:00,27.6,46.3,1.6,536.0,1001.8,2.2,29.7,27.0,28.9,28.46,Moderate,0
2021-09-25 12:00:00,31.1,88.8,3.1,412.0,1004.3,1.0,35.2,31.5,39.7,39.02,High,0
2021-09-25 18:00:00,31.9,30.0,21.9,628.0,1011.7,0.5,30.8,30.4,28.3,22.36,Low,0
2021-09-26 00:00:00,40.8,70.4,5.8,495.0,1003.3,2.7,43.6,39.7,53.5,39.46,High,1
2021-09-26 06:00:00,40.4,20.3,12.6,595.0,1002.0,3.2,39.9,37.7,39.0,26.32,Low,0
2021-09-26 12:00:00,25.3,89.3,4.4,800.0,997.4,0.9,29.2,26.7,29.9,39.14,High,0
2021-09-26 18:00:00,34.4,28.4,24.0,373.0,997.3,0.7,32.9,32.3,30.8,20.82,Low,0
2021-09-27 00:00:00,29.0,27.1,2.2,699.0,1031.7,1.4,30.1,27.7,28.1,25.12,Low,0
2021-09-27 06:00:00,25.2,45.0,20.5,558.0,1003.0,0.1,25.0,24.8,22.0,22.71,Low,0
2021-09-27 12:00:00,32.5,48.0,10.5,1055.0,1018.7,1.8,33.6,32.0,34.2,33.07,Moderate,0
2021-09-27 18:00:00,31.8,36.1,15.3,496.0,1021.8,2.3,31.8,30.4,30.4,24.8,Low,0
2021-09-28 00:00:00,50.0,63.9,22.1,724.0,1003.2,0.8,50.5,48.0,67.6,39.76,High,1
2021-09-28 06:00:00,37.0,53.2,11.6,554.0,1008.7,0.3,38.3,35.7,41.7,31.89,Moderate,0
2021-09-28 12:00:00,24.4,22.6,28.1,203.0,1006.0,0.0,22.2,23.0,17.2,12.53,Low,0
2021-09-28 18:00:00,30.0,44.0,21.9,420.0,988.9,1.5,29.6,29.0,27.9,23.8,Low,0
2021-09-29 00:00:00,41.1,80.8,15.0,770.0,989.5,0.5,43.3,40.6,54.9,41.64,High,1
2021-09-29 06:00:00,48.6,71.7,19.7,442.0,1005.5,0.9,49.8,46.7,67.9,39.48,High,1
2021-09-29 12:00:00,22.9,74.4,9.8,50.0,1000.8,0.7,25.4,23.3,23.8,27.56,Low,0
2021-09-29 18:00:00,20.8,72.4,4.8,542.0,1023.9,0.3,23.8,21.8,21.7,30.67,Moderate,0
2021-09-30 00:00:00,47.1,43.3,35.0,277.0,1002.6,1.1,45.1,44.2,51.5,27.48,Low,1
2021-09-30 06:00:00,36.7,27.5,10.3,583.0,1024.5,0.9,36.8,34.6,36.3,26.02,Low,0
2021-09-30 12:00:00,27.9,40.4,12.0,938.0,1000.2,1.5,28.5,27.5,26.6,27.82,Low,0
2021-09-30 18:00:00,37.7,82.4,3.2,742.0,1024.1,0.4,41.4,37.6,50.7,42.63,High,0
2021-10-01 00:00:00,18.0,93.5,23.0,934.0,1010.1,0.4,19.9,20.4,15.9,34.02,Moderate,0
2021-10-01 06:00:00,34.0,57.0,11.8,410.0,1010.6,2.5,35.4,33.0,37.7,31.14,Moderate,0
2021-10-01 12:00:00,36.3,20.7,14.0,514.0,999.9,1.8,35.7,33.9,33.7,23.2,Low,0
2021-10-01 18:00:00,40.5,30.5,15.3,289.0,1010.8,2.2,40.2,37.8,41.1,25.73,Low,0
2021-10-02 00:00:00,26.9,44.2,5.6,379.0,1021.9,0.2,28.4,26.1,27.0,24.95,Low,0
2021-10-02 06:00:00,34.6,63.4,22.6,318.0,1003.6,0.4,35.1,33.7,37.7,29.42,Moderate,0
2021-10-02 12:00:00,27.5,25.6,12.7,223.0,1001.6,1.3,27.3,25.9,24.1,18.36,Low,0
2021-10-02 18:00:00,35.8,90.8,1.7,891.0,1002.5,2.9,40.1,36.3,49.0,46.17,High,0
2021-10-03 00:00:00,27.7,47.4,19.7,50.0,1021.2,3.3,27.7,26.6,25.7,21.9,Low,0
2021-10-03 06:00:00,31.1,88.4,9.2,893.0,1013.6,2.7,34.4,32.0,38.4,41.9,High,0
2021-10-03 12:00:00,27.0,78.5,6.1,862.0,1019.5,0.1,30.2,27.9,31.0,37.05,Moderate,0
2021-10-03 18:00:00,38.6,76.7,2.4,675.0,1008.1,2.6,42.1,38.1,51.4,42.04,High,0
2021-10-04 00:00:00,40.0,65.5,7.5,271.0,1005.4,3.4,42.4,38.6,50.4,36.1,Moderate,1
2021-10-04 06:00:00,32.4,67.0,6.9,154.0,1009.2,0.1,34.9,31.7,37.8,31.14,Moderate,0
2021-10-04 12:00:00,34.3,67.9,21.2,413.0,1015.7,0.8,35.2,33.7,38.3,31.55,Moderate,0
2021-10-04 18:00:00,23.9,67.2,6.5,706.0,1002.5,1.2,26.5,24.6,25.2,31.97,Moderate,0
2021-10-05 00:00:00,31.9,61.5,2.9,551.0,1018.7,0.4,34.6,31.4,36.9,33.42,Moderate,0
2021-10-05 06:00:00,33.6,94.0,14.1,289.0,1008.7,1.1,36.6,33.8,42.9,38.35,High,0
2021-10-05 12:00:00,50.0,74.9,21.8,837.0,980.9,3.3,51.1,48.5,72.1,44.3,High,1
2021-10-05 18:00:00,26.2,78.3,7.8,971.0,1013.8,3.0,29.2,27.3,29.4,38.14,High,0
2021-10-06 00:00:00,44.2,85.4,31.6,493.0,992.3,4.2,44.7,43.3,59.9,40.09,High,1
2021-10-06 06:00:00,41.0,36.2,19.6,577.0,1013.6,1.0,40.5,38.7,42.4,28.26,Moderate,0
2021-10-06 12:00:00,36.0,26.3,23.1,173.0,1014.0,0.8,34.5,33.5,32.6,19.73,Low,0
2021-10-06 18:00:00,46.3,56.2,13.9,446.0,1008.3,1.6,47.4,44.1,58.5,36.01,Moderate,1
2021-10-07 00:00:00,36.6,58.6,12.9,678.0,1010.4,0.8,38.0,35.7,41.9,33.91,Moderate,0
2021-10-07 06:00:00,36.7,82.2,6.2,639.0,1016.0,0.1,40.1,36.5,48.2,40.65,High,0
2021-10-07 12:00:00,33.6,53.3,27.2,423.0,1000.0,1.9,33.0,32.5,33.4,26.84,Low,0
2021-10-07 18:00:00,42.6,62.8,24.4,481.0,1012.9,0.5,42.8,41.0,51.3,33.77,Moderate,1
2021-10-08 00:00:00,41.7,59.5,27.6,438.0,1016.6,0.1,41.4,40.1,48.1,31.44,Moderate,0
2021-10-08 06:00:00,29.6,22.9,9.9,480.0,1022.6,0.0,29.6,27.9,26.8,20.67,Low,0
2021-10-08 12:00:00,24.8,66.1,7.9,656.0,993.9,4.0,27.2,25.3,26.1,32.42,Moderate,0
2021-10-08 18:00:00,32.6,82.1,16.6,58.0,1009.1,0.4,34.7,32.3,38.6,32.45,Moderate,0
2021-10-09 00:00:00,28.4,31.8,7.1,531.0,995.4,0.9,29.1,27.2,27.1,23.61,Low,0
2021-10-09 06:00:00,33.6,64.6,9.9,637.0,995.0,4.5,35.6,33.1,38.7,35.64,Moderate,0
2021-10-09 12:00:00,42.7,64.5,1.9,407.0,1008.6,0.9,45.7,41.1,56.4,38.33,High,1
2021-10-09 18:00:00,30.8,32.3,12.1,430.0,1005.8,0.1,31.0,29.3,29.2,22.78,Low,0
2021-10-10 00:00:00,33.7,29.3,14.9,437.0,1016.5,1.2,33.4,31.8,31.8,23.21,Low,0
2021-10-10 06:00:00,34.4,93.5,23.4,430.0,1001.5,0.1,36.3,34.7,42.6,37.44,Moderate,0
